index,modelname,resolution,orig_graph_orig_img,orig_graph_adv_img,adv_graph_orig_img,adv_graph_adv_img
84,base-l,II,"[0.5257379412651062, 0.04550442099571228, 0.6150445938110352, 0.0066129425540566444, 0.517964780330658]","[0.02086601033806801, 0.10021764785051346, 0.007967725396156311, 0.03373091667890549, 0.28995946049690247]","[0.430013507604599, 0.4405679404735565, 0.018468424677848816, 0.4856165647506714, 0.39065682888031006]","[0.4288477599620819, 0.3636893630027771, 0.3904058039188385, 0.32861024141311646, 0.586414098739624]"
3,base-l,II,"[0.5802273750305176, 0.39405882358551025, 0.4159345030784607, 0.22314661741256714, 0.4621683955192566]","[0.31102675199508667, 0.6313959956169128, 0.7229312658309937, 0.36293652653694153, 0.766250491142273]","[0.4488432705402374, 0.20517775416374207, 0.3099304437637329, 0.17012129724025726, 0.5165175795555115]","[0.39473769068717957, 0.6876981854438782, 0.6399680376052856, 0.42151015996932983, 0.8247134685516357]"
2,base-l,II,"[0.5711368918418884, 0.4746186137199402, 0.48025351762771606, 0.42069748044013977, 0.2588217258453369]","[0.3630683720111847, 0.5809739828109741, 0.42051631212234497, 0.44759735465049744, 0.06396147608757019]","[0.5943071246147156, 0.3066954016685486, 0.5214215517044067, 0.3035544753074646, 0.36648696660995483]","[0.38925737142562866, 0.6371122598648071, 0.4352908730506897, 0.3555202782154083, 0.1051546111702919]"
12,base-l,II,"[0.6560972929000854, 0.8151901960372925, 0.7199726104736328, 0.9351145029067993, 0.7083935141563416]","[0.22250306606292725, 0.7025094032287598, 0.4831121563911438, 0.37870097160339355, 0.25465524196624756]","[0.05178492143750191, 0.20499342679977417, 0.3927482068538666, 0.1569000631570816, 0.4508313536643982]","[0.6686252355575562, 0.3491981625556946, 0.5073522925376892, 0.6595613956451416, 0.7275974750518799]"
50,base-l,II,"[0.2807246148586273, 0.01886119693517685, 0.1934061050415039, 0.36706480383872986, 0.11537720263004303]","[0.3556751012802124, 0.14330121874809265, 0.22061635553836823, 0.04057024419307709, 0.33127912878990173]","[0.1422499120235443, 0.14513254165649414, 0.1539628803730011, 0.2498137652873993, 0.02451416850090027]","[0.22842362523078918, 0.21623185276985168, 0.005881643388420343, 0.05741797760128975, 0.19171816110610962]"
36,base-l,II,"[0.15333929657936096, 0.07492094486951828, 0.2938663065433502, 0.12655813992023468, 0.05181416496634483]","[0.2621796727180481, 0.06447523832321167, 0.015749121084809303, 0.03892238065600395, 0.03775423765182495]","[0.23974350094795227, 0.237468421459198, 0.23932357132434845, 0.09987031668424606, 0.17712749540805817]","[0.20157399773597717, 0.20355769991874695, 0.2582594156265259, 0.36734455823898315, 0.016057001426815987]"
55,base-l,II,"[0.05419289320707321, 0.027157237753272057, 0.06074196472764015, 0.05560637637972832, 0.02729877084493637]","[0.04136362671852112, 0.12117139250040054, 0.040617428719997406, 0.05523787811398506, 0.017766401171684265]","[0.002954059047624469, 0.0024652157444506884, 0.0011904716957360506, 0.0015206880634650588, 0.0015872654039412737]","[0.0023682615719735622, 0.0007976015331223607, 0.0030360871460288763, 0.0007922457298263907, 0.0019545997492969036]"
46,base-l,II,"[0.4605433940887451, 0.5725795030593872, 0.7813668251037598, 0.6439352035522461, 0.4453861117362976]","[0.42354580760002136, 0.532502293586731, 0.2258913218975067, 0.5028244256973267, 0.15201246738433838]","[0.036935195326805115, 0.051728785037994385, 0.08431612700223923, 0.04177726060152054, 0.24813498556613922]","[0.025333695113658905, 0.13375471532344818, 0.1787910908460617, 0.213551864027977, 0.30664172768592834]"
29,base-l,II,"[0.5420260429382324, 0.3447487950325012, 0.4992998242378235, 0.41359907388687134, 0.3507454991340637]","[0.26749348640441895, 0.400287002325058, 0.41115522384643555, 0.27980175614356995, 0.4204779863357544]","[0.12013044208288193, 0.030187638476490974, 0.22162312269210815, 0.05348343774676323, 0.053292449563741684]","[0.28880882263183594, 0.35583555698394775, 0.36351799964904785, 0.13587957620620728, 0.2720182240009308]"
59,base-l,II,"[0.1753304898738861, 0.09770217537879944, 0.16783826053142548, 0.2619645297527313, 0.03149104490876198]","[0.056506119668483734, 0.07703378796577454, 0.04674052447080612, 0.101048044860363, 0.25898870825767517]","[0.3994221091270447, 0.13946881890296936, 0.3886970281600952, 0.564679741859436, 0.2486361861228943]","[0.3473736047744751, 0.4627901315689087, 0.31095531582832336, 0.4064880907535553, 0.20764756202697754]"
26,base-l,II,"[0.06741204857826233, 0.2670706510543823, 0.4794389307498932, 0.29869213700294495, 0.35508668422698975]","[0.22508388757705688, 0.10627856105566025, 0.3577902913093567, 0.36613667011260986, 0.14711347222328186]","[0.008356725797057152, 0.0060516176745295525, 0.0028556720353662968, 0.0031376522965729237, 0.0022548502311110497]","[0.0035298920702189207, 0.006847416050732136, 0.010106145404279232, 0.008284153416752815, 0.013600639067590237]"
64,base-l,II,"[0.25338900089263916, 0.5411719083786011, 0.21011421084403992, 0.17801889777183533, 0.49053892493247986]","[0.22072964906692505, 0.31030821800231934, 0.07990588247776031, 0.46331608295440674, 0.17264334857463837]","[0.8055548667907715, 0.4110550284385681, 0.696313738822937, 0.48075366020202637, 0.40118172764778137]","[0.6250408887863159, 0.5625448822975159, 0.7984764575958252, 0.5909653306007385, 0.6588541269302368]"
31,base-l,II,"[0.0439712293446064, 0.06824194639921188, 0.04414180666208267, 0.09420257061719894, 0.2088843435049057]","[0.06503769755363464, 0.07490355521440506, 0.10382907092571259, 0.035618990659713745, 0.03635721653699875]","[0.03786008059978485, 0.015523279085755348, 0.016948603093624115, 0.030074317008256912, 0.04228662699460983]","[0.01784333400428295, 0.019068673253059387, 0.0115576833486557, 0.01871800795197487, 0.008444302715361118]"
69,base-l,II,"[0.06815227121114731, 0.05204087495803833, 0.057008951902389526, 0.2756236493587494, 0.03519686311483383]","[0.28503870964050293, 0.008448535576462746, 0.28552010655403137, 0.4824005663394928, 0.5490838885307312]","[0.4826948940753937, 0.19932904839515686, 0.09657580405473709, 0.228364959359169, 0.49963587522506714]","[0.5437171459197998, 0.4634377956390381, 0.4481610059738159, 0.08792565762996674, 0.28628188371658325]"
14,base-l,II,"[0.29815030097961426, 0.2562617063522339, 0.20015785098075867, 0.28296491503715515, 0.36544710397720337]","[0.30209606885910034, 0.1407456398010254, 0.11022410541772842, 0.10939423739910126, 0.0870804637670517]","[0.0030508930794894695, 0.006008581258356571, 0.011737750843167305, 0.0033084643073379993, 0.008187146857380867]","[0.4724022150039673, 0.11770716309547424, 0.4643557667732239, 0.6903223395347595, 0.5656508803367615]"
13,base-l,II,"[0.5537616610527039, 0.695637047290802, 0.5330427885055542, 0.28794342279434204, 0.5084788799285889]","[0.23761795461177826, 0.09566943347454071, 0.17362213134765625, 0.07513272762298584, 0.13455899059772491]","[0.03725055605173111, 0.007633645087480545, 0.015146156772971153, 0.012937881052494049, 0.009195791557431221]","[0.11943444609642029, 0.39910587668418884, 0.12081241607666016, 0.5218862891197205, 0.08226272463798523]"
63,base-l,II,"[0.7228747010231018, 0.42617544531822205, 0.569096565246582, 0.31086957454681396, 0.48016220331192017]","[0.013049615547060966, 0.1274963766336441, 0.03831525892019272, 0.12073320150375366, 0.040305204689502716]","[0.06374753266572952, 0.08435779064893723, 0.2961561977863312, 0.3816717863082886, 0.18971644341945648]","[0.7489047646522522, 0.6458162069320679, 0.6741015315055847, 0.6201590299606323, 0.6600503325462341]"
11,base-l,II,"[0.3802739381790161, 0.6775858998298645, 0.6437080502510071, 0.6724427342414856, 0.297148734331131]","[0.24487538635730743, 0.6037093997001648, 0.3139084279537201, 0.2367243766784668, 0.24367989599704742]","[0.030531860888004303, 0.029258381575345993, 0.05120077729225159, 0.032184090465307236, 0.00952279195189476]","[0.01284240372478962, 0.14674781262874603, 0.02625463530421257, 0.018900929018855095, 0.4322454035282135]"
40,base-l,II,"[0.381459504365921, 0.785628080368042, 0.8814609050750732, 0.6767237186431885, 0.68932044506073]","[0.137928768992424, 0.8144656419754028, 0.3879418969154358, 0.6001395583152771, 0.8257111310958862]","[0.2576109766960144, 0.01265352126210928, 0.10821187496185303, 0.42139917612075806, 0.02031547576189041]","[0.41523995995521545, 0.08740619570016861, 0.18079757690429688, 0.07938145846128464, 0.052613236010074615]"
42,base-l,II,"[0.47323036193847656, 0.5769867897033691, 0.1505327969789505, 0.3609936535358429, 0.1796712428331375]","[0.05357404425740242, 0.003076514694839716, 0.06535107642412186, 0.04322625696659088, 0.12147071957588196]","[0.40647971630096436, 0.3475780785083771, 0.1020001471042633, 0.5658895373344421, 0.39786970615386963]","[0.485546350479126, 0.465056836605072, 0.5808681845664978, 0.6652108430862427, 0.5477495193481445]"
12,fa-acc_maps-l,I,"[0.8269819617271423, 0.06336653232574463, 0.7404971718788147, 0.8833901882171631, 0.8737384080886841]","[0.46140867471694946, 0.29623132944107056, 0.10351794958114624, 0.39681634306907654, 0.32228606939315796]","[0.29153820872306824, 0.8848103284835815, 0.16534541547298431, 0.06999515742063522, 0.074984110891819]","[0.44819745421409607, 0.8015409111976624, 0.7692872881889343, 0.4905617833137512, 0.3972681760787964]"
35,fa-acc_maps-l,I,"[0.3222633898258209, 0.3591841161251068, 0.1402221918106079, 0.3734188973903656, 0.40698257088661194]","[0.02969636395573616, 0.013353506103157997, 0.031009182333946228, 0.026088740676641464, 0.0441955141723156]","[0.4522094428539276, 0.017887571826577187, 0.07168617844581604, 0.01939764805138111, 0.03773486241698265]","[0.44544070959091187, 0.47492489218711853, 0.5619795918464661, 0.296596497297287, 0.3951970934867859]"
73,fa-acc_maps-l,I,"[0.21161022782325745, 0.18710866570472717, 0.24512726068496704, 0.209516242146492, 0.12102673947811127]","[0.04587797448039055, 0.09297868609428406, 0.048434555530548096, 0.01876329630613327, 0.051378339529037476]","[0.05811507999897003, 0.05684690549969673, 0.06926918029785156, 0.06376290321350098, 0.051398202776908875]","[0.36842167377471924, 0.24133314192295074, 0.3837816119194031, 0.09610423445701599, 0.28856581449508667]"
84,fa-acc_maps-l,I,"[0.5597221255302429, 0.0069203926250338554, 0.4983026087284088, 0.43147704005241394, 0.0349370613694191]","[0.8893638849258423, 0.007300186902284622, 0.10957327485084534, 0.028246507048606873, 0.04984527453780174]","[0.30598464608192444, 0.49059849977493286, 0.009111491963267326, 0.41585689783096313, 0.4670317769050598]","[0.31868109107017517, 0.42026251554489136, 0.27295729517936707, 0.22218532860279083, 0.42598992586135864]"
38,fa-acc_maps-l,I,"[0.02749432809650898, 0.037499964237213135, 0.011956091038882732, 0.06978575885295868, 0.2220437079668045]","[0.06186938285827637, 0.03392821550369263, 0.021413089707493782, 0.05027150362730026, 0.05112212151288986]","[0.06111941486597061, 0.042441364377737045, 0.033931609243154526, 0.027475418522953987, 0.077397421002388]","[0.07408623397350311, 0.044804129749536514, 0.06998814642429352, 0.035417988896369934, 0.06297874450683594]"
49,fa-acc_maps-l,I,"[0.6934127807617188, 0.3963909447193146, 0.27551811933517456, 0.3651781678199768, 0.33871644735336304]","[0.4520982801914215, 0.1966240406036377, 0.2780657410621643, 0.20182926952838898, 0.3996729850769043]","[0.002531877951696515, 0.0019337314879521728, 0.00097545055905357, 0.0026163910515606403, 0.0013229569885879755]","[0.004015196580439806, 0.003392136190086603, 0.0016107279807329178, 0.003482997417449951, 0.007218619808554649]"
13,fa-acc_maps-l,I,"[0.6547369956970215, 0.6334869861602783, 0.544022798538208, 0.5643649101257324, 0.4470289945602417]","[0.0190983135253191, 0.02634241431951523, 0.06660429388284683, 0.029460934922099113, 0.12391207367181778]","[0.010012632235884666, 0.013414857909083366, 0.015362735837697983, 0.029990296810865402, 0.0023450092412531376]","[0.42701250314712524, 0.5162414312362671, 0.4993341863155365, 0.30856600403785706, 0.1816343069076538]"
25,fa-acc_maps-l,I,"[0.42522719502449036, 0.7107717990875244, 0.38688671588897705, 0.5106475949287415, 0.4781094789505005]","[0.42285966873168945, 0.408884733915329, 0.7374094724655151, 0.657431960105896, 0.15359613299369812]","[0.0025746433530002832, 0.005071067251265049, 0.0014183856546878815, 0.02007516659796238, 0.012686178088188171]","[0.006382913328707218, 0.02398422360420227, 0.007082649972289801, 0.02167384885251522, 0.01787036657333374]"
52,fa-acc_maps-l,I,"[0.33890509605407715, 0.4247439205646515, 0.12471059709787369, 0.1118108481168747, 0.11955350637435913]","[0.14302098751068115, 0.08150354027748108, 0.044187769293785095, 0.27132734656333923, 0.2300197333097458]","[0.26528775691986084, 0.0699908584356308, 0.03114134632050991, 0.08736128360033035, 0.01636316254734993]","[0.38361531496047974, 0.27329492568969727, 0.02064557373523712, 0.0962778851389885, 0.12661640346050262]"
42,fa-acc_maps-l,I,"[0.29614344239234924, 0.2396898865699768, 0.3787003755569458, 0.4720956087112427, 0.1551029235124588]","[0.19589637219905853, 0.0031996313482522964, 0.07216116040945053, 0.029370127245783806, 0.056432418525218964]","[0.27465102076530457, 0.3817380666732788, 0.2982538938522339, 0.3094939887523651, 0.3739323318004608]","[0.4824789762496948, 0.4762383997440338, 0.5234464406967163, 0.7106916904449463, 0.5212239027023315]"
8,fa-acc_maps-l,I,"[0.6148859858512878, 0.285156786441803, 0.580223798751831, 0.5115917921066284, 0.5200276374816895]","[0.5763596296310425, 0.6460181474685669, 0.5060974359512329, 0.484182745218277, 0.5435078740119934]","[0.012828422710299492, 0.4781564474105835, 0.006431982386857271, 0.006856513675302267, 0.4768863916397095]","[0.09945616871118546, 0.03333001211285591, 0.03918418660759926, 0.015104004181921482, 0.022622572258114815]"
92,fa-acc_maps-l,I,"[0.49359774589538574, 0.5057992339134216, 0.6001663208007812, 0.40006086230278015, 0.41647371649742126]","[0.02576771005988121, 0.033591948449611664, 0.06309021264314651, 0.043284233659505844, 0.1108492985367775]","[0.4857068359851837, 0.4276887774467468, 0.4747423529624939, 0.47984540462493896, 0.4802568852901459]","[0.42486947774887085, 0.4795989990234375, 0.4803682565689087, 0.4913107752799988, 0.4802437722682953]"
7,fa-acc_maps-l,I,"[0.3765968382358551, 0.49674883484840393, 0.38857224583625793, 0.37223827838897705, 0.3997225761413574]","[0.07911012321710587, 0.07855739444494247, 0.16184240579605103, 0.03170832246541977, 0.07362043112516403]","[0.11251847445964813, 0.036861602216959, 0.01572522148489952, 0.01684340089559555, 0.005933229811489582]","[0.009555665776133537, 0.21764647960662842, 0.011516054160892963, 0.006674860138446093, 0.06733456254005432]"
37,fa-acc_maps-l,I,"[0.685244083404541, 0.33707383275032043, 0.9319561719894409, 0.6769269704818726, 0.5111383199691772]","[0.27712398767471313, 0.7832643985748291, 0.49393850564956665, 0.5741974711418152, 0.40785959362983704]","[0.23866458237171173, 0.17132003605365753, 0.017229216173291206, 0.37443676590919495, 0.4754582643508911]","[0.8671497702598572, 0.4750707149505615, 0.5021387338638306, 0.4427606463432312, 0.521784245967865]"
85,fa-acc_maps-l,I,"[0.19559891521930695, 0.9195146560668945, 0.2435791790485382, 0.4601450562477112, 0.08629947900772095]","[0.0630006417632103, 0.034634098410606384, 0.08979803323745728, 0.09107783436775208, 0.060485921800136566]","[0.4980272948741913, 0.013040375895798206, 0.28919968008995056, 0.7337827682495117, 0.8595969676971436]","[0.7203590869903564, 0.9220510721206665, 0.9053211808204651, 0.6027768850326538, 0.7870265245437622]"
65,fa-acc_maps-l,I,"[0.8396016955375671, 0.8483586311340332, 0.9509626626968384, 0.8728427886962891, 0.9275426864624023]","[0.44986575841903687, 0.025748543441295624, 0.03791287541389465, 0.032250214368104935, 0.23738712072372437]","[0.07377412170171738, 0.07492218166589737, 0.060653381049633026, 0.03826012462377548, 0.03791434317827225]","[0.5603981018066406, 0.8444565534591675, 0.6291893720626831, 0.6612920761108398, 0.6564328074455261]"
93,fa-acc_maps-l,I,"[0.6629424691200256, 0.8522090911865234, 0.4801432192325592, 0.4469219148159027, 0.03458161652088165]","[0.008786403574049473, 0.039726536720991135, 0.4496461749076843, 0.43153610825538635, 0.17536747455596924]","[0.005342812743037939, 0.0678180456161499, 0.013394116424024105, 0.09950912743806839, 0.2650171220302582]","[0.0150856738910079, 0.2769884467124939, 0.3694351613521576, 0.07287617772817612, 0.027159331366419792]"
20,fa-acc_maps-l,I,"[0.05890512093901634, 0.7250553965568542, 0.7576100826263428, 0.5576569437980652, 0.9451805353164673]","[0.5609692335128784, 0.7816566228866577, 0.6898193955421448, 0.1515413522720337, 0.22130094468593597]","[0.4066155254840851, 0.2868451178073883, 0.33001306653022766, 0.4109776020050049, 0.013833608478307724]","[0.4614923596382141, 0.43070653080940247, 0.148961141705513, 0.4711645543575287, 0.4896480143070221]"
